,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/anton_unencrypted/shuttle-3/caravel_user_project/openlane/Microwatt_FP_DFFRFile,Microwatt_FP_DFFRFile,Microwatt_FP_DFFRFile,flow completed,0h18m11s0ms,0h7m40s0ms,-2.0,1.3225,-1,32.28,6102.25,-1,0,-1,-1,-1,-1,0,0,1508,0,0,-1,3220926,320294,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,2608321719.0,0.0,59.13,63.86,27.46,54.69,-1,18378,24702,106,6430,0,0,0,24608,0,0,2,0,119,0,0,18240,6237,6336,13,828,18304,0,19132,100.0,10.0,10,DELAY 4,5,50,1,180,180,0.33,0.3,sky130_fd_sc_hd,4,0
